"jobtitle","company","location","salary","companysize","companyrating","summary"
"Analyst, Marketing Sciences","Blackwood Seven","Los Angeles, CA","NA",nan,nan,"NA"
"Customer Success Lead","First","Durham, NC","NA",nan,nan,"First is a venture-funded startup at the intersection of artificial intelligence and real estate tech. We identify when people are going to move, and develop..."
"Head of Data and Analytics Architecture","Citi","United States","NA",nan,44.4,"NA"
"Implementation Manager","HealthMine","Dallas, TX 75219 (Oak Lawn area)","NA",nan,nan,"The Only Health Intelligence Solution:. HealthMine has developed the only Health Intelligence solution for health insurers that uses artificial intelligence to..."
"Rotational Development Program, Software Engineer","Trimble Inc.","Westminster, CO","NA",nan,nan,"Domain related experience or knowledge with computer vision, photogrammetry, 3D modeling, artificial Intelligence, signal processing, image recognition, GNSS or..."
"Artificial Intelligence (AI) Developer","Cambria Solutions, Inc","Sacramento, CA","NA",nan,nan,"Deep Learning, Machine Learning, Natural Language Processing, Computer Vision, Recommendation Systems, Pattern Recognition, Large Scale Data Mining or..."
"Staff Process Modeling Engineer","Arconic","New Kensington, PA","NA",42,31.8,"Establish a protocol for materials development (process-microstructure-properties) that when combined with data analytics, machine learning and artificial..."
"Autonomous Vehicle Perception Engineer","NVIDIA","Santa Clara, CA","NA",137,52.2,"Familiarity with deep learning / artificial intelligence is desirable. Experience with Machine Learning, Deep Learning or other Artificial Intelligence..."
"Frontend Engineer to impact patient lives through AI","AiCure","New York, NY","NA",nan,nan,"You'll be up to speed on the most recent advances in Artificial Intelligence (Machine Learning, Computer Vision, Big Data) while solving challenging problems in..."
"Software Engineer","Daimler","Sunnyvale, CA","NA",773,52.2,"Background in machine learning, artificial intelligence or advanced statistics. Machine learning and artificial intelligence are core to the intelligent..."
"Postdoctoral Research Fellowship","University of Michigan","Ann Arbor, MI","NA",713,53.4,"Use of mobile health technology to improve chronic illnesses Treatment of diabetes and associated complications Management of depression and dementia among the..."
"Machine Learning Developer","Lirio","Knoxville, TN 37922","NA",nan,nan,"Machine learning and artificial intelligence are at the heart of our organization, and we are building a team of bright, invigorated life-long learners to make..."
"Machine Learning Engineer","Radiance Technologies Inc.","Dayton, OH 45431","NA",nan,nan,"Radiance is seeking a Machine Learning Engineer who will advance the artificial intelligence capabilities of the National Air and Space Intelligence Center at..."
"Research Associate - Cellular Pharmacology","Recursion Pharmaceuticals","Salt Lake City, UT","NA",nan,nan,"Our unique platform leverages the most advanced high-throughput scalable biology, automation, and artificial intelligence to rapidly discover treatments for..."
"Siri Software Engineer - Knowledge Graph","Apple","Santa Clara Valley, CA","NA",nan,52.2,"The Siri Search team is creating groundbreaking technology for algorithmic search, machine learning, natural language processing, and artificial intelligence...."
"Software Engineering Manager, Platforms","Google","Mountain View, CA","NA",nan,52.8,"SWE teams work all across the company, in areas such as information retrieval, artificial intelligence, natural language processing, distributed computing,..."
"Advanced Analytics Consultant","Slalom Consulting","Seattle, WA 98104 (First Hill area)","NA",26,44.4,"Experience with core quantitative analysis techniques (e.g., predictive modeling, machine learning, artificial intelligence or natural language processing)...."
"RSM - SST","HGST","Milpitas, CA","NA",67,51.6,"The main research themes of the group are algorithms for distributed computing/storage systems (erasure coding, consensus protocols, distributed hash tables),..."
"Modeler/Analyst","Blackwood Seven","New York, NY","NA",nan,nan,"NA"
"C++ Software Architect - Mitek Labs","Mitek Systems","San Diego, CA","NA",nan,nan,"MITK) is an innovator in Artificial Intelligence and Machine Learning that simplify everyday tasks, is seeking qualified candidates for a C++ Software Architect..."
"Senior Analyst - Data Analytics","United Airlines Inc.","Chicago, IL 60601 (Loop area)","NA",nan,51.0,"NA"
"Customer Support Representative","Conversica","Bellingham, WA 98225","NA",4,43.8,"Located in downtown Bellingham, Conversica builds artificial intelligence powered software focused on helping companies grow...."
"Data Engineer","Mitek Systems","San Diego, CA","NA",nan,nan,"MITK) is an innovator in Artificial Intelligence and Machine Learning that simplify everyday tasks, is seeking qualified candidates for a Data Engineer role,..."
"Machine Intelligence Engineer","Vulcan Search","Austin, TX","$85,000 - $120,000 a year",nan,nan,"In Machine Learning, Artificial Intelligence, Computer Science, or related field. Who is deeply passionate about strategic business applications for artificial..."
"Program Manager - Digital Transformation","American Computer Services, Inc.","Des Moines, IA","$110,000 - $140,000 a year",nan,nan,"Leading Machine Learning or Artificial Intelligence projects:. American Computer Services, Inc...."
"Watson Health Medical Imaging - Senior User Research Designe...","IBM","Cambridge, MA 02142 (East Cambridge area)","NA",nan,51.0,"Experience with natural language processing or artificial intelligence software. Detailed description of opening:...."
"Vice President, Technology Services Innovation","CSRA","Falls Church, VA","NA",161,41.4,"NA"
"University Recruiting Sourcer","NVIDIA","Santa Clara, CA","NA",137,52.2,"We are seeking an experienced Sourcer to partner with the university recruiting team to develop a diverse candidate pipeline focused on deep learning, machine..."
"Postdoctoral Research Scholar","North Carolina State University","Raleigh, NC","NA",533,52.2,"Published work in Artificial Intelligence field, specifically AI for Games and Narrative. As the Digital Games Research Center and the Visual Narrative Cluster..."
"Siri Speech Data Engineer","Apple","Santa Clara Valley, CA","NA",nan,52.2,"Create groundbreaking technology for large scale systems, spoken language, big data, and artificial intelligence...."
"Data Scientist","Voda Inc.","Boston, MA 02109 (Central area)","$60,000 - $80,000 a year",nan,nan,"Completes analyses by collecting, tracking, analyzing, and documenting data and for developing mathematical, statistical, and artificial intelligence algorithms..."
"Siri Data Server Engineer","Apple","Santa Clara Valley, CA","NA",nan,52.2,"Create groundbreaking technology for large scale systems, spoken language, big data, and artificial intelligence...."
"NA","Westfield Corporation","San Francisco, CA","NA",20,39.0,"The Senior Director of Data Science will be part of a greenfield opportunity, responsible for developing data products through big data mining, machine learning..."
"Senior Futurist","DEPT OF INFO TECH & TELECOMM","Brooklyn, NY","$60,435 - $140,000 a year",nan,nan,"The Senior Futurist will be responsible for initializing and overseeing research into the areas of NYC transportation, energy sustainability, zero waste,..."
"Natural Language Processing Engineer","Oben","Pasadena, CA","NA",nan,nan,"Strong interest in, and knowledge of Artificial Intelligence and its subfields. Build, Improve and extend NLP capabilities Research and evaluate new/different..."
"Director of Sales - Healthcare","OfferCraft","Washington, DC","$100,000 - $200,000 a year",nan,nan,"NA"
"NA","Georgia Tech Research Institute","Atlanta, GA 30318 (Rockdale area)","NA",340,52.8,"NA"
"Automation Scientist","Recursion Pharmaceuticals","Salt Lake City, UT","NA",nan,nan,"NA"
"software engineer - image processing","Boston Meditech Group","Burlington, MA","$60,000 - $120,000 a year",nan,nan,"NA"
"Software Engineer","Language Computer Corporation","Richardson, TX 75080","NA",nan,nan,"NA"
"IBM Digital iX & Cognitive, Public - Cognitive Senior Consul...","IBM","Washington, DC 20005 (Logan Circle area)","NA",nan,51.0,"NA"
"Fall / Winter Intern, Digital Twin of Connected Cars","Toyota InfoTechnology Center","Mountain View, CA 94043","NA",nan,51.0,"NA"
"Associate Partner","IBM","United States","NA",nan,51.0,"NA"
"Jr. Business Development Associate","Originate","Newport Beach, CA","NA",nan,nan,"NA"
"Project Administrator","The Tauri Group","Arlington, VA","NA",nan,nan,"NA"
"Software Engineer, Search Ranking","Facebook","Menlo Park, CA","NA",189,52.2,"NA"
"Senior Manager, Product Marketing","Verizon","Denver, CO 80202 (Lodo area)","NA",nan,44.4,"NA"
"Senior Data Scientist","Microsoft","Redmond, WA 98052","NA",nan,52.2,"NA"
"Consulting Engineer","Aspect Software Inc","Chelmsford, MA 01824","NA",4,54.0,"NA"
"Sr. Director, Data Analysis","Capital One","Richmond, VA","NA",nan,51.0,"NA"
"Customer Success Manager","Nauto","Palo Alto, CA","NA",nan,nan,"NA"
"Client Solutions Analyst","Networked Insights","Chicago, IL","NA",7,39.6,"NA"
"Intern - Global Active Safety Research & Development Synchro...","Daimler","Portland, OR","NA",773,52.2,"NA"
"Pricing and Demand Analyst","ZT Systems","Secaucus, NJ","NA",23,32.4,"NA"
"NA","NVIDIA","Santa Clara, CA","NA",137,52.2,"Artificial intelligence, the dream of computer scientists for over half a century, is no longer science fiction...."
"Data Scientist 3","CACI","North Charleston, SC 29418","NA",nan,44.4,"MS or PhD in Artificial Intelligence, Deep Learning, Machine Learning, Natural Language Processing, Data Science or a related field of Computer Science...."
"Machine Learning/Artificial Intelligence Engineer (Java)","CEI","Philadelphia, PA","$100,000 - $150,000 a year",113,43.8,"Extremely technical, hands-on Machine Learning / Artificial Intelligence Engineer. Machine Learning/Artificial Intelligence Engineer (Java)*...."
"Field Application Engineer","Pilot AI","Redwood City, CA","$100,000 - $150,000 a year",nan,nan,"Excellent knowledge of Deep Learning and Artificial Intelligence. Interested in a high profile, highly empowered role;..."
"NA","Universal Logic, Inc.","Nashville, TN 37217 (Una area)","NA",nan,nan,"Universal Robotics has created a form of artificial intelligence (Neocortex) that using sensor data to update control system behavior in real time...."
"Autonomy and Machine Learning Solutions Architect","Leidos","Dayton, OH 45431","NA",284,43.8,"Candidates with these desired skills will be given preferential consideration - TS/SCI clearance - PhD in Machine Learning or Artificial Intelligence - Track..."
"Product Marketing Specialist - Bilingual Mandarin English","Rainfactory","Oakland, CA","NA",nan,nan,"Our clients include everything from robots with artificial intelligence to incredible virtual reality hardware. ABOUT RAINFACTORY, INC...."
"Summer Associate - UPMC Enterprises Software Engineering Int...","UPMC","Pittsburgh, PA 15206 (Larimer area)","NA",507,42.6,"Excited to learn more about machine learning, artificial intelligence, cutting edge technologies, etc.? Description Are you a thinker, doer, pioneer, game..."
"Director, Advanced Business Analytics - Smart Data - Florham...","BASF Corporation","Florham Park, NJ 07932","NA",nan,52.2,"The global leadership for smart data comprises the method exploration and development of the future key trends in the rapidly developing and broadening area of..."
"Research Scientist - Innovation and Enabling Biology","Recursion Pharmaceuticals","Salt Lake City, UT","NA",nan,nan,"Our unique platform leverages the most advanced high-throughput biology, automation, and artificial intelligence to rapidly discover treatments for rare..."
"Onboarding Engineer","Aquasight","Troy, MI 48084","NA",nan,nan,"_ Onboard Cities and Municipal Water and Wastewater Departments to the Aquasight intelligence platform. Aquasight is City and Municipal Water and Wastewater..."
"Cyber Machine Intelligence Specialist","Booz Allen Hamilton","Annapolis Junction, MD","NA",nan,44.4,"Cyber Machine Intelligence Specialist. Apply knowledge of Cyber paradigms to apply machine intelligence techniques and concepts, including the design and..."
"Computer Vision Research Engineer - Opportunity to Impact Pa...","AiCure","New York State","NA",nan,nan,"You'll be up to speed on the most recent advances in Artificial Intelligence (Machine Learning, Computer Vision, Big Data) while solving challenging problems in..."
"Senior Research Programmer, Language Technologies Institute...","Carnegie Mellon University","Pittsburgh, PA","NA",135,52.8,"This project builds on the ongoing research at Carnegie Mellon University in the fields of artificial intelligence, machine learning, human-computer interaction..."
"Research Analyst or Statitician","State Farm Mutual Automobile Insurance Company","Bloomington, IL 61701","NA",nan,51.0,"Academic background in quantitative disciplines and methodologies such as applied and computational statistics, text and data mining, artificial intelligence,..."
"Facilities Operations Analyst","Solera","Westlake, TX","NA",13,31.8,"Unified by a strong culture that values uncommon entrepreneurial thinking and continuous 'do-it-different' innovation, Solera's global workforce of 6,000+..."
"Deep Learning Inference-Kernel and Performance Software Engi...","NVIDIA","Santa Clara, CA","NA",137,52.2,"Just as human imagination and intelligence are linked, computer graphics and artificial intelligence come together in our architecture...."
"Research Engineer - Salesforce Research (MetaMind)","Salesforce","Palo Alto, CA","NA",246,52.8,"Participate in cutting-edge research in machine learning and artificial intelligence. MA/MS or PhD degree in Computer Science, Artificial Intelligence, Machine..."
"Data Center Demo Engineer","Intel","Hillsboro, OR 97124","NA",nan,52.2,"The data center is the underpinning for every data-driven service, from artificial intelligence to 5G to high-performance computing, and DCG delivers the..."
"Python Developer","Spring Venture Group","Kansas City, MO","NA",24,54.6,"Maximizing profit from our advertising spend through the usage of machine learning and optimization modeling, predictive churn modeling to measure customer..."
"Senior Software Engineer - C/C++","NTENT","Carlsbad, CA 92008","NA",3,39.0,"Our goals include building a compelling search experience for mobile devices and applying state of the art artificial intelligence approaches to understand..."
"Manager Business Intelligence","Husco International","Waukesha, WI 53188","NA",25,42.6,"In Waukesha, WI will be responsible for Full Business Intelligence (BI) Lifecycle from requirements gathering to implementation of best in class BI system,..."
"Artificial Intelligence Principal Research Scientist","Accenture","San Francisco, CA 94105 (Financial District area)","NA",nan,51.0,"Organization: Operations Location: San Jose, CA Join Accenture and help transform leading organizations and communities around the world. The sheer scale of"
"Machine Learning Researcher","Keysight Technologies","Atlanta, GA","NA",57,51.0,"Masters in Computer Science, Mathematics, Electrical Engineering or other relevant field with an emphasis on machine learning and/or artificial intelligence...."
"AI Practice Consultant","Kira Systems","San Francisco, CA","NA",nan,nan,"As an Artificial Intelligence (AI) Practice Consultant, your role will be to help organizations get the most out of the Kira Platform...."
"Junior Systems Admin.","Apple","Santa Clara Valley, CA","NA",nan,52.2,"The Core Infrastructure Engineering (CIE) team has an exciting opportunity to support a high profile R&D project involving High Performance Compute (HPC),..."
"Student Experience Coordinator, Digital Marketing","Udacity, Inc.","Mountain View, CA 94040","NA",6,55.8,"We're an online learning platform offering groundbreaking education in fields such as artificial intelligence, machine learning, robotics, virtual reality, and..."
"Pricing Specialist","Dover Artificial Lift","The Woodlands, TX","NA",10,42.0,"NA"
"Program Analyst - Project Execution and Technical Support","REDHORSE CORPORATION","Arlington, VA 22201 (Lyon Village area)","NA",10,39.0,"Data science, artificial intelligence, deep learning systems. Redhorse is looking for Program Analysts to provide Project Execution and Technical Support..."
"Program Analyst- Project Execution and Technical Support","Ian, Evan & Alexander Corporation","Arlington, VA","NA",nan,nan,"Data science, artificial intelligence, deep learning systems,. Ian, Evan & Alexander Corporation (IEA) is in search of a Program Analyst- Project Execution and..."
"Senior Product Manager","Citrine","Redwood City, CA","NA",3,40.8,"Citrine is the artificial intelligence platform for materials and chemicals. Our platform ingests and understands large- scale data from countless sources, such..."
"Research Scientist -- Computer Vision & Machine Learning","Infox Consulting","Seattle, WA","NA",nan,nan,"Expert in research areas such as computer vision, artificial intelligence, machine learning, particularly including areas such as deep learning, Experience with..."
"Global Alliance Director","Cylance, Inc.","Irvine, CA 92618","NA",6,52.2,"By successfully applying artificial intelligence and machine learning to crack the DNA of malware, Cylance has redefined the endpoint protection market,..."
"Senior Software Engineer, Autonomous Driving","Toyota Research Institute","Los Altos, CA","NA",nan,nan,"And (4) accelerate scientific discovery by applying techniques from artificial intelligence and machine learning...."
"Machine Learning Engineer, Platform Architecture - ML Platfo...","Apple","Seattle, WA","NA",nan,52.2,"Deep technical skills in machine learning, deep learning, computer vision, natural language processing, or artificial intelligence...."
"RESEARCH TECHNICIAN, College of Arts & Sciences, Psychology","Boston University","Boston, MA","NA",244,51.6,"Candidates must have prior experience programming in MATLAB or Python, and an undergraduate degree in a field that includes modeling (Engineering,Computer..."
"Intelligent Automation Analyst, Gartner Research, Flexible N...","Gartner, Inc.","Stamford, CT 06902 (Downtown area)","NA",139,43.8,"The associated services that utilize artificial intelligence (AI*). Gartner uses the term 'intelligent automation services' (IAS) to represent the services that..."
"Performance QA Engineer - Mitek Labs","Mitek Systems","San Diego, CA","NA",nan,nan,"MITK) - a leading Cloud-business innovator in Artificial Intelligence and Machine Learning that simplify everyday tasks - is seeking qualified candidates for a..."
"Sr. Director, Global SQA","Align Technology Inc","Raleigh, NC","NA",36,51.0,"Behind the scenes, we leverage new 3D computerized treatment simulation and artificial intelligence as well as 3D printing, complex bio-mechanics and advanced..."
"Test Engineer AI Frameworks Software","Intel","Santa Clara, CA 95052","NA",nan,52.2,"NA"
"Solutions Architect","NVIDIA","Santa Clara, CA","NA",137,52.2,"We are now looking for a Solution Architect for machine learning and artificial intelligence. Be an industry inspiring leader on integrating NVIDIA technology..."
"Machine Learning Developer","Modern Technology Solutions, Inc. (MTSI)","Huntsville, AL","NA",23,52.8,"Our expertise includes ballistic missile defense, air defense, air vehicle survivability, unmanned aircraft, flight test operations, intelligence support, and..."
"Targeting Execution Specialist","Verizon","Basking Ridge, NJ 07920","NA",nan,44.4,"This is a unique opportunity to work within the Verizon Wireless CRM organization and partner closely with a variety of cross functional teams including IT, the..."
"Siri Software Engineer in Test - Natural Language","Apple","Santa Clara Valley, CA","NA",nan,52.2,"Play a key part in ensuring the quality of groundbreaking technology for large scale systems, natural language, big data, and artificial intelligence...."
"Technical Program Manager","Argo AI","Pittsburgh, PA","NA",nan,nan,"Hands-on experience with robotics algorithms/hardwares/systems, computer vision, machine learning, artificial intelligence, simulation, or motion controls...."
"NLP R&D Scientist","IPsoft","New York, NY 10004 (Financial District area)","NA",29,40.8,"As we continue to expand our artificial intelligence platform, Amelia, we are looking for NLP experts to join our development team...."
"Core OS Machine Learning and Differential Privacy Engineer","Apple","Santa Clara Valley, CA","NA",nan,52.2,"In Machine Learning, Data Privacy, Artificial Intelligence, Statistics or a related discipline. You will be a part of the group that is responsible for shipping..."
"Data Center Technician","ZT Systems","Secaucus, NJ","NA",23,32.4,"A new world of digital business and enhanced human connectivity is emerging, enabled by innovations in artificial intelligence, natural language interfaces,..."
"Research Associate","University of Virginia","Charlottesville, VA","NA",175,52.2,"SQL, Reddis, Mongo) is preferred, as is proficiency in machine learning, deep learning or artificial intelligence...."
"Machine Learning Research Scientist","Sentient","San Francisco, CA","NA",4,30.0,"Sentient Technologies is the leader in applying artificial intelligence to transform digital commerce. We are seeking an exceptional Machine Learning Research..."
"Project Lead, Artificial Intelligence and Machine Learning","World Economic Forum LLC","San Francisco, CA","NA",nan,nan,"PROJECT LEAD ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING. Deep knowledge of the Artificial Intelligence ecosystem, including key governing bodies, decision..."
"Sr. Speech Research & Dev. Engineer","Apple","Santa Clara Valley, CA","NA",nan,52.2,"Create groundbreaking technology for large scale systems, spoken language, big data, and artificial intelligence...."
"Head of Advanced Data and Analytics","OCLC","Dublin, OH 43017","NA",21,43.8,"Preferably an advanced degree in an applied quantitative discipline (e.g., Machine Learning, Artificial Intelligence, Data Science, Computer Science,..."
"Search Opportunity Analyst/Lead - Siri Search","Apple","San Francisco, CA 94114 (Castro-Upper Market area)","NA",nan,52.2,"The Siri Search team is creating groundbreaking technology for knowledge graphing and algorithmic search using machine learning, natural language processing,..."
"Data Scientist/Statistics - Applied Technology - 13867","Crowe Horwath","Indianapolis, IN 46240","NA",109,43.2,"Given substantial growth and impact at Crowe, the machine learning team has formed into an official unit, Advanced Data Science, which is responsible for all..."
"Sr. Software Engineer","Platesmart Technology","Oldsmar, FL","NA",nan,nan,"Leveraging the recent technological breakthrough on Artificial Intelligence and Machine Learning, the company is leading the next wave of innovation in computer..."
"Deep Learning Computer Architect","NVIDIA","Santa Clara, CA","NA",137,52.2,"Just as human imagination and intelligence are linked, computer graphics and artificial intelligence come together in our architecture...."
"Data Scientist","Thomson Reuters","United States","NA",nan,51.0,"Serve as a key team member on complex, strategic data projects ensuring high quality deliverables via data processing, predictive analytics and artificial..."
"Leading Technical Product Owner","Workbridge Associates","Plano, TX","$130,000 - $150,000 a year",32,40.8,"Understanding of knowledge based systems such as Machine Learning, Artificial Intelligence, and Event/Robotic automation...."
"Research Associate","University of Utah","Salt Lake City, UT","$60,000 - $90,000 a year",322,52.8,"Recent experience with machine learning and/or artificial intelligence technology. The goal of this Research Associate position is to conduct and to support..."
"Marine Resource Coordinator","Okaloosa County","Fort Walton Beach, FL","$18.02 - $26.60 an hour",7,54.6,"Oversees management of artificial reef program; Plans, coordinates programs, and seeks funding related to coastal recreation, product improvement, sustainable..."
"Research Scientist, Onboard Perception","Toyota Research Institute","Los Altos, CA","NA",nan,nan,"And (4) accelerate scientific discovery by applying techniques from artificial intelligence and machine learning...."
"Deep Learning Research Scientist","Bosch Group","Palo Alto, CA","NA",nan,52.2,"We are growing our Artificial Intelligence Research Team and are looking for a Deep Learning Scientist to push the state-of-art in various domains including..."
"Data Scientist (Machine Learning & Natural Language), Siri","Apple","Santa Clara Valley, CA","NA",nan,52.2,"Create groundbreaking technology for large scale systems, spoken language, big data, natural language processing, and artificial intelligence...."
"Applied Scientist - Alexa Machine Learning Platform","Amazon Corporate LLC","Seattle, WA","NA",nan,43.2,"NA"
"Data Scientist","Design Interactive","Orlando, FL 32817","NA",nan,nan,"Techniques should include machine learning, artificial intelligence, advanced statistics, or other computational methods...."
"Data Scientist/Modeling - Applied Technology - 13623","Crowe Horwath","Indianapolis, IN 46240","NA",109,43.2,"Given substantial growth and impact at Crowe, the machine learning team has formed into an official unit, Advanced Data Science, which is responsible for all..."
"Research Science Mgr","Lockheed Martin","Palo Alto, CA 94304","NA",nan,51.6,"The ideal candidate will have experience in artificial intelligence and machine learning. An established relationship with various Intelligence organizations..."
"NLP Data Scientist","Cognizant","Plano, TX 75024","NA",nan,51.0,"The Data Scientist will apply knowledge of advanced analytics, data mining, statistics, machine learning, artificial intelligence, and natural language..."
"Siri Data Scientist","Apple","Santa Clara Valley, CA","NA",nan,52.2,"Create groundbreaking technology for large scale systems, spoken language, big data, and artificial intelligence...."
"Software Engineer - Machine Learning & Artificial Intelligen...","Rocket Fuel Inc.","Redwood City, CA","NA",nan,nan,"Through artificial intelligence at big data scale, we optimize performance, awareness, and lift across channels for agencies and marketers...."
"Software Engineer","Lockheed Martin","Orlando, FL 32825","NA",nan,51.6,"This position will provide an entry level engineer or experienced engineer the opportunity to learn/apply a diverse set of engineering skills, software..."
"Research Engineering Intern","Synopsys","San Diego, CA","NA",88,51.6,"Familiarity with machine learning and artificial intelligence concepts. The Research Engineering Internship is an exciting opportunity to participate in cutting..."
"Machine Learning Engineer","HealthTap","Palo Alto, CA","NA",4,43.8,"Are you excited by an opportunity to use your Artificial Intelligence and Machine Learning skills to enable billions around the world lead healthier, happier,..."
"Data Scientist","Booz Allen Hamilton","Annapolis Junction, MD","NA",nan,44.4,"Apply knowledge of machine learning techniques and concepts, including the design and implementation of advanced artificial intelligence, computational..."
"Junior Data Scientist : Coop","Nokia","Murray Hill, NJ","NA",nan,51.6,"Artificial intelligence, big data engineering, telco experience. Nokia is a global leader in the technologies that connect people and things...."
"Industrial Designer","Nanotronics","Brooklyn, NY","$55,000 - $78,000 a year",nan,nan,"NA"
"Director, Robotic Process Automation - UHC Benefit Ops","UnitedHealth Group","Minnetonka, MN 55345","NA",nan,43.2,"NA"
"Software Architect - Machine Learning, NLP","Icertis","San Jose, CA","NA",3,40.8,"NA"
"SENIOR SOFTWARE ENGINEER","Microsoft","Bellevue, WA","NA",nan,52.2,"NA"
"AI Engineer","Vanguard","Malvern, PA","NA",531,44.4,"NA"
"Software Development HANA","SAP","Palo Alto, CA 94304","NA",874,52.8,"NA"
"Strategic Planning Analyst","The Tauri Group","Arlington, VA","NA",nan,nan,"NA"
"Vice President, Data Science - Machine Learning","Wunderman","Dallas, TX","NA",74,43.8,"NA"
"Sr. C++ Engineer - Computer Vision/Machine Learning","Mitek Systems","San Diego, CA","NA",nan,nan,"NA"
"Vice President, Travel & Hospitality","Persado","New York, NY 10010 (Gramercy area)","NA",2,51.0,"NA"
"Data Infrastructure Engineer, Siri Search","Apple","San Francisco, CA 94114 (Castro-Upper Market area)","NA",nan,52.2,"NA"
"Head of Technology and Business Transformation, SVP","State Street","Boston, MA","NA",nan,42.0,"NA"
"Director, Business Development","Microsoft","Redmond, WA 98052","NA",nan,52.2,"NA"
"RegTech Enterprise Sales (working remote), North America","ComplyAdvantage","Remote","$80,000 - $120,000 a year",nan,nan,"NA"
"Director of Legal","CrowdStrike","Sunnyvale, CA","NA",nan,nan,"NA"
"Unity Engineer","Seismic Games","Los Angeles, CA 90034","NA",nan,nan,"NA"
"Materials Specialist","ZT Systems","Seattle, WA","NA",23,32.4,"NA"
"Paid Social Media Intern for Wearable Tech Startup","Inspero Inc","Manhattan, NY 10018 (Clinton area)","NA",nan,nan,"NA"
"Expert Services Engineer","Digital Reasoning","New York, NY","NA",nan,nan,"NA"
"Senior Business Manager","Microsoft","Redmond, WA 98052","NA",nan,52.2,"The Cloud App Dev & Data team in C+E Marketing is at the center of transformational shifts in the industry, bringing differentiated and compelling experiences..."
"Machine Learning Engineer","Baidu USA","Sunnyvale, CA 94089","NA",nan,nan,"The Silicon Valley Artificial Intelligence Lab (SVAIL), part of Baidu Research, is looking for engineers with strong programming and development skills and..."
"R&D Machine Leaning Developer","Keysight Technologies","Atlanta, GA","NA",57,51.0,"In Computer Science or related field with an emphasis on machine learning and/or artificial intelligence. This position is part of Keysight's Central Research..."
"Machine Learning Engineer","SIOS Technology","Lexington, SC 29072","NA",nan,nan,"2 years of work or educational experience in Machine Learning or Artificial Intelligence. Join the rapidly growing team of top-notch software engineers working..."
"Videographer","Cylance, Inc.","Irvine, CA 92618","NA",6,52.2,"By successfully applying artificial intelligence and machine learning to crack the DNA of malware, Cylance has redefined the endpoint protection market,..."
"Solutions Architect","Mitek Systems","San Diego, CA","NA",nan,nan,"MITK) - a leading Cloud-business innovator in Artificial Intelligence and Machine Learning that simplify everyday tasks - is seeking qualified candidates for a..."
"Software Engineer, G Suite","Google","Mountain View, CA","NA",nan,52.8,"We're looking for engineers who bring fresh ideas from all areas, including information retrieval, distributed computing, large-scale system design, networking..."
"Client Associate","ComplianceEase","Burlingame, CA","NA",nan,nan,"NA"
"Content Developer, Robotics","Udacity, Inc.","San Francisco, CA","NA",6,55.8,"We're an online learning platform offering groundbreaking education in fields such as artificial intelligence, machine learning, robotics, virtual reality, and..."
"Technical Support Representative","Conversica","Bellingham, WA 98225","NA",4,43.8,"Located in downtown Bellingham, Conversica builds artificial intelligence powered software focused on helping companies grow...."
"Artificial Intelligence Jr Engineer MW","Accenture","Chicago, IL","NA",nan,51.0,"Provide consultative services exercising discretion and independent judgment to help clients implement digital solutions. Translate customer needs into"
"Artificial Intelligence Jr Engineer - SE","Accenture","Atlanta, GA","NA",nan,51.0,"Provide consultative services exercising discretion and independent judgment to help clients implement digital solutions. Translate customer needs into"
"Business Development Manager, AI","Facebook","Menlo Park, CA","NA",189,52.2,"Facebook is looking for a results-driven Business Development Manager to lead some of our artificial intelligence and machine learning partnerships (AI & ML)...."
"Post-Doctoral Researcher - Cognitive Computing","IBM","United States","NA",nan,51.0,"PhD in Computer Science, Artificial Intelligence, Applied Mathematics or Equivalent. The mission of the Cognitive Computing group in IBM Research is to create..."
"Audio Software (DSP) Engineer","Amper Music, Inc","New York, NY 10013 (Tribeca area)","NA",nan,nan,"Amper is an artificial intelligence composer, performer, and producer that empowers you to instantly create and customize original music. Who You Are:...."
"Business Analyst","JP Morgan Chase","Jersey City, NJ 07310 (Downtown area)","NA",nan,44.4,"Familiar with technology concepts such as Distributed Technologies, Big Data, Artificial Intelligence and BI. JP Morgan, a leading provider of diverse financial..."
"Data Engineer","HealthTap","Palo Alto, CA","NA",4,43.8,"Our artificial intelligence powered virtual physician. HealthTap is hiring a Data Engineer!..."
"Network Systems Admin","NVIDIA","Santa Clara, CA","NA",137,52.2,"Do you have a passion for gaming, computer graphics, artificial intelligence, or visual computing? Have you ever wanted to work for a leading company in the..."
"React Native & Android Developer","Dialexa","Dallas, TX","NA",nan,nan,"Implementing complex artificial intelligence to solve a problem, but recognizing when a regular expression would works just as well...."
"Technical Support Engineer","Intel","Santa Clara, CA 95052","NA",nan,52.2,"NA"
"Natural Language Processing Research Engineer","Morgan Stanley","New York, NY 10032 (Washington Heights area)","NA",nan,44.4,"Candidate will work in the newly formed Artificial Intelligence team in Morgan Stanley Wealth Management. Morgan Stanley is a leading global financial services..."
"Photonic Device Design Engineer","Intel","Santa Clara, CA 95052","NA",nan,52.2,"The data center is the underpinning for every data-driven service, from artificial intelligence to 5G to high-performance computing, and DCG delivers the..."
"Vice President - Technology & Innovation","BHHS California Properties","San Diego, CA","NA",nan,nan,"5+ years of experience in data analytics or artificial intelligence based products. Berkshire Hathaway HomeServices California Properties, a Berkshire Elite..."
